"id","title","address ","arv","cardiovascular","dental","department ","diabetes","emergency ","free_obstetric_care_program   ","general_consultation","hypertension","institution_code","intensive_care","laboratory","latitude ","longitude","malaria","number_of_adult_beds","number_of_pediatric_beds","obgyn","operating_room","orl ","palliative_care","pediatrics","pharmacy","physical_therapy","psychology_service","section","status","surgery","telephone","town ","type","vaccination"
"11957","Disp d’Angoman (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","61406","0","0","19.2603","-71.9396 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA CARVAJAL","CAL","0"
"11958","Centre de Santé Farnèse Louis Jeune(NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","61407","0","0","19.2603","-71.9396 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA CARVAJAL","CAL","0"
"11960","Disp de Saltadère (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","64102","0","0","19.1873","-71.7485 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA LA SOURCE","CAL","0"
"11961","Disp de Baltazar (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","64103","0","0","19.1873","-71.7485 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA LA SOURCE","CAL","0"
"11962","Disp de Pacasse (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","64104","0","0","19.1873","-71.7485 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA LA SOURCE","CAL","0"
"11963","Centre de Santé de Tilory"," ","0","0","0","CENTRE  ","1","1","1","1","1","64105","0","1","19.187309","-71.748498 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CERCA LA SOURCE","CSL","1"
"11964","Centre de Santé de Chambellan"," ","0","0","0","GRANDE ANSE  ","1","1","0","1","1","81501","0","1","18.551600000","-74.31319999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CHAMBELLAN","CSL","1"
"11965","SSPE de Bourdon"," ","0","0","0","GRANDE ANSE  ","0","1","0","1","1","81502","0","0","18.491099999","-74.3506 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CHAMBELLAN","CSL","1"
"11966","Chansolme"," ","0","1","0","NORD OUEST  ","1","1","0","1","1","91401","0","1","19.876300000","-72.83450000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CHANSOLME","CSL","1"
"11967","Chantal"," ","0","1","1","SUD  ","1","1","0","1","1","71301","0","1","18.2041","-73.88899999 ","1","0 ","0","0","0","0","1","0","1","1","0"," ","Mixte","0","","CHANTAL","CAL","1"
"11968","Lepretre"," ","0","0","0","SUD  ","0","0","0","0","0","71302","0","0","18.2684","-73.94740000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CHANTAL","CAL","0"
"11969","Ste Anne"," ","0","0","0","SUD  ","1","0","0","1","1","75101","0","1","18.274699999","-74.1661 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CHARDONNIERES","CAL","1"
"11970","Rendel"," ","0","0","0","SUD  ","0","1","0","1","0","75102","0","0","18.318899999","-74.09329999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CHARDONNIERES","CAL","1"
"11972","CHAPI"," ","0","1","0","OUEST  ","0","0","0","0","0","11230","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CITE SOLEIL","CSL","0"
"11974","Disp de conillon"," ","0","0","0","OUEST  ","1","1","0","1","1","13401","0","1","18.676600000","-71.95159999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CORNILLON","CAL","1"
"11975","CAL St Pierre de Corail"," ","0","0","0","GRANDE ANSE  ","0","0","0","0","0","83101","0","0","18.5687","-73.89260000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CORAIL","CSL","0"
"11976","SSPE de Moulines"," ","0","0","0","GRANDE ANSE  ","0","1","0","1","1","83102","0","0","18.5052","-73.9514 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CORAIL","CSL","1"
"11977","Disp de Chardonnette"," ","0","0","0","GRANDE ANSE  ","0","0","0","0","0","83103","0","0","18.505214","-73.951431 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CORAIL","CSL","0"
"11978","C/S de Saint Pierre"," ","0","0","0","OUEST  ","0","0","0","0","0","13402","0","0","18.675899999","-71.9529 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CORNILLON","CSL","0"
"11979","Centre de santé St Vincent de Paul"," ","0","0","1","OUEST  ","1","1","0","1","1","13403","0","1","18.543554","-72.305607 ","1","4 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CORNILLON","CAL","0"
"11980","Centre a lits de Gris Gris"," ","0","0","1","SUD EST  ","1","1","0","0","1","22201","0","1","18.2331","-72.94100000 ","1","1 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","COTE-DE-FER","CSL","1"
"11981","Disp Saint Joseph"," ","0","0","0","SUD EST  ","0","0","0","0","0","22202","0","0","18.2315","-72.9488 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","COTE-DE-FER","CSL","0"
"11982","Disp Boucan Bélier"," ","0","0","0","SUD EST  ","0","0","0","0","0","22203","0","0","18.264500000","-72.95459999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","COTE-DE-FER","CAL","0"
"11983","Disp Ricot (F)"," ","0","0","0","SUD EST  ","1","1","0","0","1","22204","0","1","18.261299999","-72.99070000 ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","COTE-DE-FER","CAL","1"
"11984","Foie et Vie"," ","0","0","1","SUD EST  ","1","1","0","0","0","22205","0","1",""," ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","COTE-DE-FER","CSL","1"
"11985","Coteaux"," ","0","0","0","SUD  ","1","1","0","1","1","74101","0","1","18.2072","-74.04040000 ","1","1 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","COTEAUX","CSL","1"
"11986","Damassin"," ","0","0","0","SUD  ","1","1","0","1","1","74102","0","0","18.230399999","-74.06369999 ","1","2 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","COTEAUX","CSL","1"
"11987","Disp de Bas Boën"," ","0","0","0","OUEST  ","0","1","0","0","0","13101","0","0","18.582599999","-72.24559999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CROIX DES BOUQUETS","CAL","0"
"11989","Centre  de Santé de la Croix-des-Bouquets"," ","0","1","0","OUEST  ","0","0","0","0","0","13103","0","0","18.576799999","-72.22709999 ","0","0 ","0","0","0","0","1","0","0","1","0"," ","Publique","0","","CROIX DES BOUQUETS","CAL","0"
"11990","Centre de Santé de Double Harvest"," ","0","0","0","OUEST  ","0","1","0","0","0","13104","1","0","18.543700000","-72.19259999 ","0","0 ","0","1","0","1","0","1","0","0","1"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"11991","Centre de Santé HELP de Vaudreuil"," ","0","0","0","OUEST  ","0","0","0","0","0","13105","0","0","18.589200000","-72.17669999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"11992","Centre de Santé Lucelia Bontemps"," ","0","1","0","OUEST  ","1","1","0","1","1","13106","0","1","18.613700000","-72.31010000 ","1","0 ","0","0","0","0","0","0","1","1","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"11993","Centre de Santé de Turbé"," ","0","0","0","OUEST  ","1","1","0","1","1","13107","0","1","18.537099999","-72.16670000 ","1","8 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"11994","Centre de Santé Sainte thérèse de Santo"," ","0","0","0","OUEST  ","0","0","0","0","0","13108","0","0","18.539474","-72.183933 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"11995","Centre de Santé Foyer Ste Camille"," ","0","0","1","OUEST  ","1","1","0","1","1","13109","1","1","18.4809","-72.2546 ","1","8 ","1","1","0","0","0","1","1","0","0"," ","Privée","1","","CROIX DES BOUQUETS","CAL","0"
"11996","C/S Kampech Dumay"," ","0","0","0","OUEST  ","1","0","0","1","1","13110","0","1","18.516768","-72.202607 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"11997","Centre de Santé Life Line"," ","0","0","0","OUEST  ","0","1","0","1","1","13111","0","1","18.583500000","-72.22199999 ","1","6 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CAL","0"
"11998","Bon Samaritain "," ","0","0","0","OUEST  ","0","0","0","0","0","13112","0","0","18.5395","-72.1839 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"11999","C/S Christ-Roi"," ","0","0","0","OUEST  ","0","0","0","0","0","13113","0","0","18.616399999","-72.24679999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"111000","C/S Lespwa"," ","0","0","0","OUEST  ","0","0","0","0","0","13114","0","0","18.5395","-72.1839 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"111001","FBSA/CMS (Fondation Bon samaritain en Action)"," ","0","0","0","OUEST  ","1","1","0","1","1","13115","0","1","18.525922","-72.335068 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"111002","SIF"," ","0","0","1","OUEST  ","1","0","0","1","1","13116","0","1","18.5395","-72.1839 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"111003","Clinique mennonite"," ","0","0","0","OUEST  ","0","0","0","1","1","13117","0","1","18.466024","-72.411097 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"111004","Clinique St Esprit"," ","0","0","1","OUEST  ","1","1","0","1","1","13118","0","1","18.539474","-72.183933 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"111005","Fwaye Ti zanmi Jezi"," ","0","0","0","OUEST  ","1","0","0","1","1","13119","0","1",""," ","1","2 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","1"
"111006","Disp Marie Louise de Jésus"," ","0","0","1","OUEST  ","1","1","0","1","1","13120","0","1",""," ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CAL","0"
"111007","C/S B?n Nouvèl"," ","0","0","0","OUEST  ","0","0","0","0","0","13121","0","0",""," ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CROIX DES BOUQUETS","CSL","0"
"111009","Notre Dame des Malades"," ","0","0","0","GRANDE ANSE  ","0","1","0","1","1","82202","0","0","18.561599999","-74.42300000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","DAME-MARIE","CSL","1"
"111010","Sainte Anne de Bariadelle"," ","0","0","0","GRANDE ANSE  ","1","1","0","1","1","82203","0","0","18.518000000","-74.44129999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","DAME-MARIE","CSL","1"
"111011","SKS Petite Rivière de Dame Marie"," ","0","0","0","GRANDE ANSE  ","0","0","0","0","0","82204","0","0","18.5577","-74.3958 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","DAME-MARIE","CSL","0"
"111012","Saint Michel de Désormeaux"," ","0","0","0","GRANDE ANSE  ","0","0","0","1","1","82205","0","0","18.546500000","-74.36539999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","DAME-MARIE","CSL","1"
"111013","Centre de santé  Armée du Salut"," ","0","0","0","OUEST  ","1","1","0","1","1","11201","0","1","18.5704","-72.2915 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111014","C/S Bas Fd Philomène Delmas 32"," ","0","0","0","OUEST  ","0","0","0","0","0","11202","0","0","18.54145","-72.307524 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111015","C/S Delmas 30"," ","0","0","0","OUEST  ","0","0","0","0","0","11203","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111016","C/S La Saline"," ","0","0","0","OUEST  ","0","1","0","1","1","11204","0","1","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111019","C/S communauté chrétienne Fleuriot de Tabarre "," ","0","0","0","OUEST  ","0","0","0","0","0","11207","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111022","Centre de santé solidarité"," ","0","0","0","OUEST  ","0","0","0","0","0","11210","0","0","18.570417","-72.291467 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111025","Centre de santé lumière"," ","0","0","1","OUEST  ","0","1","0","1","0","11213","0","1","18.5704","-72.2915 ","0","5 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CAL","1"
"111026","CPFO"," ","0","0","0","OUEST  ","1","0","0","1","1","11214","0","1","18.570417","-72.291467 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111027","Fondeph"," ","0","0","0","OUEST  ","0","1","0","1","1","11216","0","1","18.4809","-72.2546 ","1","14 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CAL","1"
"111029","Haiti Med"," ","0","0","0","OUEST  ","0","0","0","0","0","11218","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111030","Hopital la paix Delmas 33"," ","1","1","0","OUEST  ","1","1","0","1","1","11221","0","1","18.5533","-72.3220 ","1","78 ","13","1","1","1","1","1","1","1","1"," ","Privée","1","","DELMAS","CSL","1"
"111031","Centre de Santé  Saint-Jean"," ","0","0","0","OUEST  ","0","0","0","0","0","11222","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","DELMAS","CSL","0"
"111032","Hôpital de l'OFATMA"," ","0","0","1","OUEST  ","1","1","0","1","1","11223","0","1","18.566944","-72.325277 ","1","0 ","0","1","1","1","0","1","1","0","0"," ","Privée","1","","DELMAS","CSL","1"
"111033","Centre de Santé de Petite Place Cazeau"," ","0","1","0","OUEST  ","0","1","0","1","1","11224","0","1","18.5656","-72.28249999 ","1","0 ","0","0","0","0","1","0","1","1","0"," ","Publique","0","","DELMAS","CSL","1"
"111034","Centre de Santé Saint-Martin I"," ","0","0","1","OUEST  ","0","1","0","1","1","11225","0","1","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111035","Centre de Santé Saint-Martin II"," ","0","1","1","OUEST  ","1","1","0","1","1","11226","0","1","18.5704","-72.2915 ","1","2 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","DELMAS","CSL","1"
"111036","Centre de santé St Paul   "," ","1","1","0","OUEST  ","0","0","0","0","0","11227","0","0","18.544799999","-72.32160000 ","0","0 ","0","0","0","0","1","0","0","1","0"," ","Privée","0","","DELMAS","CSL","0"
"111037","Bernard Mews"," ","1","1","0","OUEST  ","1","1","0","1","1","11228","1","1","18.5704","-72.2915 ","1","27 ","6","1","1","1","1","1","1","1","1"," ","Publique","1","","DELMAS","CSL","1"
"111038","C/S Fontaine"," ","0","0","0","OUEST  ","1","1","0","1","1","11231","0","1","18.5704","-72.2915 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CAL","1"
"111039","C/S Pèlerin"," ","0","0","0","OUEST  ","0","1","0","1","1","11233","0","1","18.5704","-72.2915 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111041","C/S Dieu qui donne"," ","0","0","0","OUEST  ","0","0","0","0","0","11235","0","0","18.570417","-72.291467 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111042","AMI"," ","0","0","0","OUEST  ","0","0","0","0","0","11236","0","0","18.570417","-72.291467 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111044","Peace 's Hospital"," ","0","0","0","OUEST  ","1","1","0","1","1","11244","0","1",""," ","1","2 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111045","Cntre Medico Social de Delmas"," ","0","0","1","OUEST  ","0","1","0","1","0","11245","0","1",""," ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111046","Food for the poor"," ","0","0","1","OUEST  ","0","0","0","1","1","11246","0","0","18.5415","-72.3978 ","1","1 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DELMAS","CSL","1"
"111047","FOSREF"," ","0","0","0","OUEST  ","0","0","0","0","0","11247","0","0","18.5448","-72.3350 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DELMAS","CSL","0"
"111048","CSL St Pierre"," ","0","0","0","ARTIBONITE  ","1","1","1","1","1","54401","0","1","19.3109","-72.6894 ","1","3 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","DESDUNES","CAL","1"
"111049","Disp. Descahos"," ","0","0","0","ARTIBONITE  ","0","0","0","1","1","54402","0","0","19.302099999","-72.65040000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","DESDUNES","CSL","1"
"111050","Disp. Aux Sources"," ","0","0","0","ARTIBONITE  ","0","0","0","1","1","54403","0","0","19.331199999","-72.67579999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","DESDUNES","CAL","1"
"111052","Pelissier/ Laraque (NF)"," ","0","0","0","ARTIBONITE  ","0","0","0","0","0","54102","0","0","19.231300000","-72.55070000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111053","La Croix Missionaire"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54103","0","0","19.1934","-72.3232 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111054","Celio "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54104","0","0","19.2184","-72.4599 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111055","Niel "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54105","0","0","19.2331","-72.53220000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111056","Poste Pierrot "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54106","0","0","19.2134","-72.45520000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111057","Coupe à l’Inde "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54107","0","0","19.2821","-72.47830000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111058","Sanoix "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54108","0","0","19.227900000","-72.58119999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111059","Deseaux "," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54109","0","0","19.261900000","-72.57980000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","DESSALINES","CAL","1"
"111060","Grande Hatte"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54110","0","0","19.145499999","-72.43019999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111061","Sanie Claire d’Assise"," ","0","1","0","ARTIBONITE  ","1","0","0","1","1","54111","0","1","19.265899999","-72.51770000 ","1","0 ","0","0","0","0","1","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111062","Chenot"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54112","0","0","19.155100000","-72.33360000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111063","Ogé"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54113","0","0","19.204899999","-72.49840000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111064","Hatte Chevreau"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54114","0","0","19.2184","-72.4599 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","1"
"111065","Glenn Ebenezer"," ","0","0","0","ARTIBONITE  ","0","0","0","1","0","54115","0","0","19.22","-72.46 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111066","Centre Medical Philomène Prinston"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","54116","0","0","19.13812","-72.32771 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DESSALINES","CAL","0"
"111067","CSL de Dondon"," ","0","1","0","NORD  ","1","1","0","1","1","34201","0","1","19.527799999","-72.24469999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","DONDON","CSL","1"
"111068","St Joseph"," ","0","0","0","NORD  ","1","0","0","1","1","34202","0","1","19.5274","-72.24179999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","DONDON","CAL","0"
"111070","Passe Reine"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","51202","0","0","19.4905","-72.4835 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","ENNERY","CAL","1"
"111071","Savanne Carrée"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","51203","0","0","19.442799999","-72.43850000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","ENNERY","CAL","1"
"111072","St François d’Assise"," ","0","1","0","ARTIBONITE  ","1","0","0","1","1","51204","0","1","19.4878","-72.4833 ","1","0 ","0","0","0","0","1","0","1","0","0"," ","Privée","0","","ENNERY","CSL","0"
"111073","Disp chemin neuf"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","51205","0","0","19.4833","-72.4833 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","ENNERY","CAL","1"
"111074","Disp Rouf"," ","0","0","0","ARTIBONITE  ","1","0","0","1","1","51206","0","0","19.49","-72.48 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","ENNERY","CAL","1"
"111075","Disp de Ferrier"," ","0","0","0","NORD EST  ","0","1","0","1","0","41201","0","0","19.6174","-71.78000000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","FERRIER","CAL","1"
"111076","SSPE St Joseph de Pemerle"," ","0","0","1","NIPPES  ","1","1","0","1","1","101301","0","1","18.3747","-73.1164 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","FONDS-DES-NEGRES","CSL","1"
"111078","SSPE Ste Catherine de Bouzy"," ","0","0","0","NIPPES  ","1","1","0","1","1","101303","0","0","18.371529","-73.29278 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","FONDS-DES-NEGRES","CSL","1"
"111079","C/S de Fonds Verrettes"," ","0","0","0","OUEST  ","0","1","0","1","0","13501","0","0","18.395099999","-71.85420000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","FONDS-VERRETTES","CAL","1"
"111080","Disp  de Foret des Pins"," ","0","0","0","OUEST  ","1","1","0","1","1","13502","0","0","18.323699999","-71.77530000 ","0","2 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","FONDS-VERRETTES","CAL","0"
"111081","Disp d’Orianie"," ","0","0","0","OUEST  ","0","0","0","0","0","13503","0","0","18.307200000","-71.83240000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","FONDS-VERRETTES","CSL","0"
"111083","Derac"," ","0","0","0","NORD EST  ","0","1","0","1","0","41101","0","0","19.662500000","-71.81329999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","FORT-LIBERTe","CAL","1"
"111084","Acul Samedi"," ","0","0","0","NORD EST  ","0","1","0","1","1","41102","0","0","19.521799999","-71.88190000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","FORT-LIBERTe","CAL","1"
"111085","Disp de Fonds Parisien"," ","0","0","0","OUEST  ","0","0","0","0","0","13301","0","0","18.491795","-71.952369 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","GANTHIER","CAL","0"
"111086","Centre de Santé de Ganthier"," ","0","0","0","OUEST  ","0","1","0","1","1","13302","0","1","18.533300000","-72.06220000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GANTHIER","CSL","1"
"111087","Disp de Savane cabri"," ","0","0","0","OUEST  ","0","0","0","0","0","13303","0","0","18.587299999","-72.07819999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","GANTHIER","CAL","0"
"111088","Disp de FOPECG"," ","0","0","0","OUEST  ","0","0","0","0","0","13304","0","0","18.540600000","-72.13779999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","GANTHIER","CAL","0"
"111089","Love  a child"," ","0","0","0","OUEST  ","1","0","0","1","1","13305","0","1",""," ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GANTHIER","CSL","1"
"111090","Hopital Christ pour tous"," ","0","0","0","OUEST  ","1","1","0","1","1","13306","0","1",""," ","1","5 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GANTHIER","CAL","1"
"111091","Centre de santé de Thoman 1"," ","0","0","0","OUEST  ","0","1","0","1","0","13307","0","0",""," ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GANTHIER","CSL","0"
"111092","centre de santé  de Thoman 2"," ","0","0","0","OUEST  ","0","0","0","0","0","13308","0","0",""," ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","GANTHIER","CSL","0"
"111095","Bayonnais"," ","0","0","0","ARTIBONITE  ","0","0","0","0","0","51103","0","0","19.5989","-72.7807 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","GONAIVES","CAL","0"
"111096","Labranle"," ","0","0","0","ARTIBONITE  ","0","0","0","1","1","51104","0","1","19.6112","-72.61589999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GONAIVES","CAL","1"
"111097","Ka-Soleil "," ","0","1","0","ARTIBONITE  ","1","1","0","1","1","51105","0","1","19.456600000","-72.68940000 ","1","0 ","0","0","0","0","1","0","1","0","0"," ","Publique","0","","GONAIVES","CSL","1"
"111098","Eben-Ezer/Belle Anse"," ","0","0","0","ARTIBONITE  ","1","1","0","1","1","51106","0","1","19.54693","-72.69704 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","GONAIVES","CSL","1"
